map,map_config,rgb_path,bev_path
Town01,$config,Town01/$config/rgb/0.jpg,Town01/$config/bev/$k/0.png
Town01,$config,Town01/$config/rgb/1.jpg,Town01/$config/bev/$k/1.png
Town01,$config,Town01/$config/rgb/2.jpg,Town01/$config/bev/$k/2.png
Town01,$config,Town01/$config/rgb/3.jpg,Town01/$config/bev/$k/3.png
Town01,$config,Town01/$config/rgb/4.jpg,Town01/$config/bev/$k/4.png
Town01,$config,Town01/$config/rgb/5.jpg,Town01/$config/bev/$k/5.png
Town01,$config,Town01/$config/rgb/6.jpg,Town01/$config/bev/$k/6.png
Town01,$config,Town01/$config/rgb/7.jpg,Town01/$config/bev/$k/7.png
Town01,$config,Town01/$config/rgb/8.jpg,Town01/$config/bev/$k/8.png
Town01,$config,Town01/$config/rgb/9.jpg,Town01/$config/bev/$k/9.png
Town01,$config,Town01/$config/rgb/10.jpg,Town01/$config/bev/$k/10.png
Town01,$config,Town01/$config/rgb/11.jpg,Town01/$config/bev/$k/11.png
Town01,$config,Town01/$config/rgb/12.jpg,Town01/$config/bev/$k/12.png
Town01,$config,Town01/$config/rgb/13.jpg,Town01/$config/bev/$k/13.png
Town01,$config,Town01/$config/rgb/14.jpg,Town01/$config/bev/$k/14.png
Town01,$config,Town01/$config/rgb/15.jpg,Town01/$config/bev/$k/15.png
Town01,$config,Town01/$config/rgb/16.jpg,Town01/$config/bev/$k/16.png
Town01,$config,Town01/$config/rgb/17.jpg,Town01/$config/bev/$k/17.png
Town01,$config,Town01/$config/rgb/18.jpg,Town01/$config/bev/$k/18.png
Town01,$config,Town01/$config/rgb/19.jpg,Town01/$config/bev/$k/19.png
Town01,$config,Town01/$config/rgb/20.jpg,Town01/$config/bev/$k/20.png
Town01,$config,Town01/$config/rgb/21.jpg,Town01/$config/bev/$k/21.png
Town01,$config,Town01/$config/rgb/22.jpg,Town01/$config/bev/$k/22.png
Town01,$config,Town01/$config/rgb/23.jpg,Town01/$config/bev/$k/23.png
Town01,$config,Town01/$config/rgb/24.jpg,Town01/$config/bev/$k/24.png
Town01,$config,Town01/$config/rgb/25.jpg,Town01/$config/bev/$k/25.png
Town01,$config,Town01/$config/rgb/26.jpg,Town01/$config/bev/$k/26.png
Town01,$config,Town01/$config/rgb/27.jpg,Town01/$config/bev/$k/27.png
Town01,$config,Town01/$config/rgb/28.jpg,Town01/$config/bev/$k/28.png
Town01,$config,Town01/$config/rgb/29.jpg,Town01/$config/bev/$k/29.png
Town01,$config,Town01/$config/rgb/30.jpg,Town01/$config/bev/$k/30.png
Town01,$config,Town01/$config/rgb/31.jpg,Town01/$config/bev/$k/31.png
Town01,$config,Town01/$config/rgb/32.jpg,Town01/$config/bev/$k/32.png
Town01,$config,Town01/$config/rgb/33.jpg,Town01/$config/bev/$k/33.png
Town01,$config,Town01/$config/rgb/34.jpg,Town01/$config/bev/$k/34.png
Town01,$config,Town01/$config/rgb/35.jpg,Town01/$config/bev/$k/35.png
Town01,$config,Town01/$config/rgb/36.jpg,Town01/$config/bev/$k/36.png
Town01,$config,Town01/$config/rgb/37.jpg,Town01/$config/bev/$k/37.png
Town01,$config,Town01/$config/rgb/38.jpg,Town01/$config/bev/$k/38.png
Town01,$config,Town01/$config/rgb/39.jpg,Town01/$config/bev/$k/39.png
Town01,$config,Town01/$config/rgb/40.jpg,Town01/$config/bev/$k/40.png
Town01,$config,Town01/$config/rgb/41.jpg,Town01/$config/bev/$k/41.png
Town01,$config,Town01/$config/rgb/42.jpg,Town01/$config/bev/$k/42.png
Town01,$config,Town01/$config/rgb/43.jpg,Town01/$config/bev/$k/43.png
Town01,$config,Town01/$config/rgb/44.jpg,Town01/$config/bev/$k/44.png
Town01,$config,Town01/$config/rgb/45.jpg,Town01/$config/bev/$k/45.png
Town01,$config,Town01/$config/rgb/46.jpg,Town01/$config/bev/$k/46.png
Town01,$config,Town01/$config/rgb/47.jpg,Town01/$config/bev/$k/47.png
Town01,$config,Town01/$config/rgb/48.jpg,Town01/$config/bev/$k/48.png
Town01,$config,Town01/$config/rgb/49.jpg,Town01/$config/bev/$k/49.png
Town01,$config,Town01/$config/rgb/50.jpg,Town01/$config/bev/$k/50.png
Town01,$config,Town01/$config/rgb/51.jpg,Town01/$config/bev/$k/51.png
Town01,$config,Town01/$config/rgb/52.jpg,Town01/$config/bev/$k/52.png
Town01,$config,Town01/$config/rgb/53.jpg,Town01/$config/bev/$k/53.png
Town01,$config,Town01/$config/rgb/54.jpg,Town01/$config/bev/$k/54.png
Town01,$config,Town01/$config/rgb/55.jpg,Town01/$config/bev/$k/55.png
Town01,$config,Town01/$config/rgb/56.jpg,Town01/$config/bev/$k/56.png
Town01,$config,Town01/$config/rgb/57.jpg,Town01/$config/bev/$k/57.png
Town01,$config,Town01/$config/rgb/58.jpg,Town01/$config/bev/$k/58.png
Town01,$config,Town01/$config/rgb/59.jpg,Town01/$config/bev/$k/59.png
Town01,$config,Town01/$config/rgb/60.jpg,Town01/$config/bev/$k/60.png
Town01,$config,Town01/$config/rgb/61.jpg,Town01/$config/bev/$k/61.png
Town01,$config,Town01/$config/rgb/62.jpg,Town01/$config/bev/$k/62.png
Town01,$config,Town01/$config/rgb/63.jpg,Town01/$config/bev/$k/63.png
Town01,$config,Town01/$config/rgb/64.jpg,Town01/$config/bev/$k/64.png
Town01,$config,Town01/$config/rgb/65.jpg,Town01/$config/bev/$k/65.png
Town01,$config,Town01/$config/rgb/66.jpg,Town01/$config/bev/$k/66.png
Town01,$config,Town01/$config/rgb/67.jpg,Town01/$config/bev/$k/67.png
Town01,$config,Town01/$config/rgb/68.jpg,Town01/$config/bev/$k/68.png
Town01,$config,Town01/$config/rgb/69.jpg,Town01/$config/bev/$k/69.png
Town01,$config,Town01/$config/rgb/70.jpg,Town01/$config/bev/$k/70.png
Town01,$config,Town01/$config/rgb/71.jpg,Town01/$config/bev/$k/71.png
Town01,$config,Town01/$config/rgb/72.jpg,Town01/$config/bev/$k/72.png
Town01,$config,Town01/$config/rgb/73.jpg,Town01/$config/bev/$k/73.png
Town01,$config,Town01/$config/rgb/74.jpg,Town01/$config/bev/$k/74.png
Town01,$config,Town01/$config/rgb/75.jpg,Town01/$config/bev/$k/75.png
Town01,$config,Town01/$config/rgb/76.jpg,Town01/$config/bev/$k/76.png
Town01,$config,Town01/$config/rgb/77.jpg,Town01/$config/bev/$k/77.png
Town01,$config,Town01/$config/rgb/78.jpg,Town01/$config/bev/$k/78.png
Town01,$config,Town01/$config/rgb/79.jpg,Town01/$config/bev/$k/79.png
Town01,$config,Town01/$config/rgb/80.jpg,Town01/$config/bev/$k/80.png
Town01,$config,Town01/$config/rgb/81.jpg,Town01/$config/bev/$k/81.png
Town01,$config,Town01/$config/rgb/82.jpg,Town01/$config/bev/$k/82.png
Town01,$config,Town01/$config/rgb/83.jpg,Town01/$config/bev/$k/83.png
Town01,$config,Town01/$config/rgb/84.jpg,Town01/$config/bev/$k/84.png
Town01,$config,Town01/$config/rgb/85.jpg,Town01/$config/bev/$k/85.png
Town01,$config,Town01/$config/rgb/86.jpg,Town01/$config/bev/$k/86.png
Town01,$config,Town01/$config/rgb/87.jpg,Town01/$config/bev/$k/87.png
Town01,$config,Town01/$config/rgb/88.jpg,Town01/$config/bev/$k/88.png
Town01,$config,Town01/$config/rgb/89.jpg,Town01/$config/bev/$k/89.png
Town01,$config,Town01/$config/rgb/90.jpg,Town01/$config/bev/$k/90.png
Town01,$config,Town01/$config/rgb/91.jpg,Town01/$config/bev/$k/91.png
Town01,$config,Town01/$config/rgb/92.jpg,Town01/$config/bev/$k/92.png
Town01,$config,Town01/$config/rgb/93.jpg,Town01/$config/bev/$k/93.png
Town01,$config,Town01/$config/rgb/94.jpg,Town01/$config/bev/$k/94.png
Town01,$config,Town01/$config/rgb/95.jpg,Town01/$config/bev/$k/95.png
Town01,$config,Town01/$config/rgb/96.jpg,Town01/$config/bev/$k/96.png
Town01,$config,Town01/$config/rgb/97.jpg,Town01/$config/bev/$k/97.png
Town01,$config,Town01/$config/rgb/98.jpg,Town01/$config/bev/$k/98.png
Town01,$config,Town01/$config/rgb/99.jpg,Town01/$config/bev/$k/99.png
Town01,$config,Town01/$config/rgb/100.jpg,Town01/$config/bev/$k/100.png
Town01,$config,Town01/$config/rgb/101.jpg,Town01/$config/bev/$k/101.png
Town01,$config,Town01/$config/rgb/102.jpg,Town01/$config/bev/$k/102.png
Town01,$config,Town01/$config/rgb/103.jpg,Town01/$config/bev/$k/103.png
