map,map_config,rgb_path,bev_path
Town01,layers_all,Dan-2023-Front2BEV/Town01/layers_all/rgb/0.jpg,Dan-2023-Front2BEV/Town01/layers_all/bev/3k/0.png
Town01,layers_all,Dan-2023-Front2BEV/Town01/layers_all/rgb/1.jpg,Dan-2023-Front2BEV/Town01/layers_all/bev/3k/1.png
Town01,layers_all,Dan-2023-Front2BEV/Town01/layers_all/rgb/2.jpg,Dan-2023-Front2BEV/Town01/layers_all/bev/3k/2.png
Town01,layers_all,Dan-2023-Front2BEV/Town01/layers_all/rgb/3.jpg,Dan-2023-Front2BEV/Town01/layers_all/bev/3k/3.png
Town01,layers_all,Dan-2023-Front2BEV/Town01/layers_all/rgb/4.jpg,Dan-2023-Front2BEV/Town01/layers_all/bev/3k/4.png
Town01,layers_all,Dan-2023-Front2BEV/Town01/layers_all/rgb/5.jpg,Dan-2023-Front2BEV/Town01/layers_all/bev/3k/5.png
Town01,layers_all,Dan-2023-Front2BEV/Town01/layers_all/rgb/6.jpg,Dan-2023-Front2BEV/Town01/layers_all/bev/3k/6.png
Town01,layers_all,Dan-2023-Front2BEV/Town01/layers_all/rgb/7.jpg,Dan-2023-Front2BEV/Town01/layers_all/bev/3k/7.png
Town01,layers_all,Dan-2023-Front2BEV/Town01/layers_all/rgb/8.jpg,Dan-2023-Front2BEV/Town01/layers_all/bev/3k/8.png
Town01,layers_all,Dan-2023-Front2BEV/Town01/layers_all/rgb/9.jpg,Dan-2023-Front2BEV/Town01/layers_all/bev/3k/9.png
Town01,layers_all,Dan-2023-Front2BEV/Town01/layers_all/rgb/10.jpg,Dan-2023-Front2BEV/Town01/layers_all/bev/3k/10.png
Town01,layers_all,Dan-2023-Front2BEV/Town01/layers_all/rgb/11.jpg,Dan-2023-Front2BEV/Town01/layers_all/bev/3k/11.png
Town01,layers_all,Dan-2023-Front2BEV/Town01/layers_all/rgb/12.jpg,Dan-2023-Front2BEV/Town01/layers_all/bev/3k/12.png
Town01,layers_all,Dan-2023-Front2BEV/Town01/layers_all/rgb/13.jpg,Dan-2023-Front2BEV/Town01/layers_all/bev/3k/13.png
Town01,layers_all,Dan-2023-Front2BEV/Town01/layers_all/rgb/14.jpg,Dan-2023-Front2BEV/Town01/layers_all/bev/3k/14.png
Town01,layers_all,Dan-2023-Front2BEV/Town01/layers_all/rgb/15.jpg,Dan-2023-Front2BEV/Town01/layers_all/bev/3k/15.png
Town01,layers_all,Dan-2023-Front2BEV/Town01/layers_all/rgb/16.jpg,Dan-2023-Front2BEV/Town01/layers_all/bev/3k/16.png
Town01,layers_all,Dan-2023-Front2BEV/Town01/layers_all/rgb/17.jpg,Dan-2023-Front2BEV/Town01/layers_all/bev/3k/17.png
Town01,layers_all,Dan-2023-Front2BEV/Town01/layers_all/rgb/18.jpg,Dan-2023-Front2BEV/Town01/layers_all/bev/3k/18.png
Town01,layers_all,Dan-2023-Front2BEV/Town01/layers_all/rgb/19.jpg,Dan-2023-Front2BEV/Town01/layers_all/bev/3k/19.png
Town01,layers_all,Dan-2023-Front2BEV/Town01/layers_all/rgb/20.jpg,Dan-2023-Front2BEV/Town01/layers_all/bev/3k/20.png
Town01,layers_all,Dan-2023-Front2BEV/Town01/layers_all/rgb/21.jpg,Dan-2023-Front2BEV/Town01/layers_all/bev/3k/21.png
Town01,layers_all,Dan-2023-Front2BEV/Town01/layers_all/rgb/22.jpg,Dan-2023-Front2BEV/Town01/layers_all/bev/3k/22.png
Town01,layers_all,Dan-2023-Front2BEV/Town01/layers_all/rgb/23.jpg,Dan-2023-Front2BEV/Town01/layers_all/bev/3k/23.png
Town01,layers_all,Dan-2023-Front2BEV/Town01/layers_all/rgb/24.jpg,Dan-2023-Front2BEV/Town01/layers_all/bev/3k/24.png
Town01,layers_all,Dan-2023-Front2BEV/Town01/layers_all/rgb/25.jpg,Dan-2023-Front2BEV/Town01/layers_all/bev/3k/25.png
Town01,layers_all,Dan-2023-Front2BEV/Town01/layers_all/rgb/26.jpg,Dan-2023-Front2BEV/Town01/layers_all/bev/3k/26.png
Town01,layers_all,Dan-2023-Front2BEV/Town01/layers_all/rgb/27.jpg,Dan-2023-Front2BEV/Town01/layers_all/bev/3k/27.png
Town01,layers_all,Dan-2023-Front2BEV/Town01/layers_all/rgb/28.jpg,Dan-2023-Front2BEV/Town01/layers_all/bev/3k/28.png
Town01,layers_all,Dan-2023-Front2BEV/Town01/layers_all/rgb/29.jpg,Dan-2023-Front2BEV/Town01/layers_all/bev/3k/29.png
Town01,layers_all,Dan-2023-Front2BEV/Town01/layers_all/rgb/30.jpg,Dan-2023-Front2BEV/Town01/layers_all/bev/3k/30.png
Town01,layers_all,Dan-2023-Front2BEV/Town01/layers_all/rgb/31.jpg,Dan-2023-Front2BEV/Town01/layers_all/bev/3k/31.png
Town01,layers_all,Dan-2023-Front2BEV/Town01/layers_all/rgb/32.jpg,Dan-2023-Front2BEV/Town01/layers_all/bev/3k/32.png
Town01,layers_all,Dan-2023-Front2BEV/Town01/layers_all/rgb/33.jpg,Dan-2023-Front2BEV/Town01/layers_all/bev/3k/33.png
Town01,layers_all,Dan-2023-Front2BEV/Town01/layers_all/rgb/34.jpg,Dan-2023-Front2BEV/Town01/layers_all/bev/3k/34.png
Town01,layers_all,Dan-2023-Front2BEV/Town01/layers_all/rgb/35.jpg,Dan-2023-Front2BEV/Town01/layers_all/bev/3k/35.png
Town01,layers_all,Dan-2023-Front2BEV/Town01/layers_all/rgb/36.jpg,Dan-2023-Front2BEV/Town01/layers_all/bev/3k/36.png
Town01,layers_all,Dan-2023-Front2BEV/Town01/layers_all/rgb/37.jpg,Dan-2023-Front2BEV/Town01/layers_all/bev/3k/37.png
Town01,layers_all,Dan-2023-Front2BEV/Town01/layers_all/rgb/38.jpg,Dan-2023-Front2BEV/Town01/layers_all/bev/3k/38.png
Town01,layers_all,Dan-2023-Front2BEV/Town01/layers_all/rgb/39.jpg,Dan-2023-Front2BEV/Town01/layers_all/bev/3k/39.png
