map,map_config,rgb_path,bev_path
Town01,traffic,Town01/traffic/rgb/0.jpg,Town01/traffic/bev/-K-/0.png
Town01,traffic,Town01/traffic/rgb/1.jpg,Town01/traffic/bev/-K-/1.png
Town01,traffic,Town01/traffic/rgb/2.jpg,Town01/traffic/bev/-K-/2.png
Town01,traffic,Town01/traffic/rgb/3.jpg,Town01/traffic/bev/-K-/3.png
Town01,traffic,Town01/traffic/rgb/4.jpg,Town01/traffic/bev/-K-/4.png
Town01,traffic,Town01/traffic/rgb/5.jpg,Town01/traffic/bev/-K-/5.png
Town01,traffic,Town01/traffic/rgb/6.jpg,Town01/traffic/bev/-K-/6.png
Town01,traffic,Town01/traffic/rgb/7.jpg,Town01/traffic/bev/-K-/7.png
Town01,traffic,Town01/traffic/rgb/8.jpg,Town01/traffic/bev/-K-/8.png
Town01,traffic,Town01/traffic/rgb/9.jpg,Town01/traffic/bev/-K-/9.png
Town01,traffic,Town01/traffic/rgb/10.jpg,Town01/traffic/bev/-K-/10.png
Town01,traffic,Town01/traffic/rgb/11.jpg,Town01/traffic/bev/-K-/11.png
Town01,traffic,Town01/traffic/rgb/12.jpg,Town01/traffic/bev/-K-/12.png
Town01,traffic,Town01/traffic/rgb/13.jpg,Town01/traffic/bev/-K-/13.png
Town01,traffic,Town01/traffic/rgb/14.jpg,Town01/traffic/bev/-K-/14.png
Town01,traffic,Town01/traffic/rgb/15.jpg,Town01/traffic/bev/-K-/15.png
Town01,traffic,Town01/traffic/rgb/16.jpg,Town01/traffic/bev/-K-/16.png
Town01,traffic,Town01/traffic/rgb/17.jpg,Town01/traffic/bev/-K-/17.png
Town01,traffic,Town01/traffic/rgb/18.jpg,Town01/traffic/bev/-K-/18.png
Town01,traffic,Town01/traffic/rgb/19.jpg,Town01/traffic/bev/-K-/19.png
Town01,traffic,Town01/traffic/rgb/20.jpg,Town01/traffic/bev/-K-/20.png
Town01,traffic,Town01/traffic/rgb/21.jpg,Town01/traffic/bev/-K-/21.png
Town01,traffic,Town01/traffic/rgb/22.jpg,Town01/traffic/bev/-K-/22.png
Town01,traffic,Town01/traffic/rgb/23.jpg,Town01/traffic/bev/-K-/23.png
Town01,traffic,Town01/traffic/rgb/24.jpg,Town01/traffic/bev/-K-/24.png
Town01,traffic,Town01/traffic/rgb/25.jpg,Town01/traffic/bev/-K-/25.png
Town01,traffic,Town01/traffic/rgb/26.jpg,Town01/traffic/bev/-K-/26.png
Town01,traffic,Town01/traffic/rgb/27.jpg,Town01/traffic/bev/-K-/27.png
Town01,traffic,Town01/traffic/rgb/28.jpg,Town01/traffic/bev/-K-/28.png
